classifier_name,dataset_name,accuracy
Walk,100_2_0.2_0.05_68,0.9599960816486464
Walk,100_2_0.2_0.05_69,0.9599960816486464
Walk,100_2_0.2_0.05_70,1.0
Walk,100_2_0.2_0.05_71,1.0
Walk,100_2_0.2_0.05_72,1.0
Walk,100_2_0.2_0.05_73,1.0
Walk,100_2_0.2_0.05_74,1.0
Walk,100_2_0.2_0.05_75,1.0
Walk,100_2_0.2_0.05_76,1.0
Walk,100_2_0.2_0.05_77,1.0
Walk,100_2_0.2_0.05_78,0.9599960816486464
Walk,100_2_0.2_0.05_79,1.0
Walk,100_2_0.2_0.05_80,0.9599960816486464
Walk,100_2_0.2_0.05_81,1.0
Walk,100_2_0.2_0.05_82,0.9599960816486464
Walk,100_2_0.2_0.05_83,0.9208012930401136
Walk,100_2_0.2_0.05_84,1.0
Walk,100_2_0.2_0.05_85,0.9599960816486464
Walk,100_2_0.2_0.05_86,1.0
Walk,100_2_0.2_0.05_87,1.0
Walk,100_2_0.2_0.05_88,0.9599960816486464
Walk,100_2_0.2_0.05_89,0.9208012930401136
Walk,100_2_0.2_0.05_90,0.9208
Walk,100_2_0.2_0.05_91,0.9599960816486464
Walk,100_2_0.2_0.05_92,0.9208012930401136
Walk,100_2_0.2_0.05_93,1.0
Walk,100_2_0.2_0.05_94,1.0
Walk,100_2_0.2_0.05_95,1.0
Walk,100_2_0.2_0.05_96,1.0
Walk,100_2_0.2_0.05_97,1.0
Walk,100_2_0.2_0.05_98,1.0
Walk,100_2_0.2_0.05_99,1.0
For,100_2_0.2_0.05_0,0.7721128416103438
For,100_2_0.2_0.05_1,0.8080620079101718
For,100_2_0.2_0.05_2,0.7369439308410987
For,100_2_0.2_0.05_3,0.7369439308410987
For,100_2_0.2_0.05_4,0.8080620079101718
For,100_2_0.2_0.05_5,0.8080808080808081
For,100_2_0.2_0.05_6,0.8448427857772554
For,100_2_0.2_0.05_7,0.9599960816486464
For,100_2_0.2_0.05_8,0.9208012930401136
For,100_2_0.2_0.05_9,0.9208
For,100_2_0.2_0.05_10,0.5733524869815048
For,100_2_0.2_0.05_11,0.7720979591836735
For,100_2_0.2_0.05_12,0.8080682750429576
For,100_2_0.2_0.05_13,0.8824165642894751
For,100_2_0.2_0.05_14,0.8448427857772554
For,100_2_0.2_0.05_15,0.45699407434009703
For,100_2_0.2_0.05_16,0.8824127248460211
For,100_2_0.2_0.05_17,0.8824165642894751
For,100_2_0.2_0.05_18,0.7721314419105765
For,100_2_0.2_0.05_19,0.8824127248460211
For,100_2_0.2_0.05_20,0.8080620079101718
For,100_2_0.2_0.05_21,0.8824165642894751
For,100_2_0.2_0.05_22,0.7721128416103438
For,100_2_0.2_0.05_23,0.6045348272611911
For,100_2_0.2_0.05_24,0.8448427857772554
For,100_2_0.2_0.05_25,0.8824165642894751
For,100_2_0.2_0.05_26,0.8448326530612245
For,100_2_0.2_0.05_27,0.4849661948498659
For,100_2_0.2_0.05_28,0.8824165642894751
For,100_2_0.2_0.05_29,0.7721128416103438
For,100_2_0.2_0.05_30,0.7369954580512469
For,100_2_0.2_0.05_31,0.8080808080808081
For,100_2_0.2_0.05_32,0.8080620079101718
For,100_2_0.2_0.05_33,0.7721016799725718
For,100_2_0.2_0.05_34,0.6044186131938011
For,100_2_0.2_0.05_35,0.8448427857772554
For,100_2_0.2_0.05_36,0.7369525201115061
For,100_2_0.2_0.05_37,0.30751169881462875
For,100_2_0.2_0.05_38,0.7369696969696969
For,100_2_0.2_0.05_39,0.8080620079101718
For,100_2_0.2_0.05_40,0.8824127248460211
For,100_2_0.2_0.05_41,0.5431347187256458
For,100_2_0.2_0.05_42,0.7720979591836735
For,100_2_0.2_0.05_43,0.8448351863643042
For,100_2_0.2_0.05_44,0.5432092721553845
For,100_2_0.2_0.05_45,0.6364215062187837
For,100_2_0.2_0.05_46,0.8080808080808081
For,100_2_0.2_0.05_47,0.8080682750429576
For,100_2_0.2_0.05_48,0.5137714975687759
For,100_2_0.2_0.05_49,0.8824127248460211
For,100_2_0.2_0.05_50,0.6690692994951206
For,100_2_0.2_0.05_51,0.8824127248460211
For,100_2_0.2_0.05_52,0.8824127248460211
For,100_2_0.2_0.05_53,0.9599960816486464
For,100_2_0.2_0.05_54,0.9599960816486464
For,100_2_0.2_0.05_55,0.5732967625018367
For,100_2_0.2_0.05_56,0.8448326530612245
For,100_2_0.2_0.05_57,0.8448427857772554
For,100_2_0.2_0.05_58,0.6364749082007344
For,100_2_0.2_0.05_59,0.8824165642894751
For,100_2_0.2_0.05_60,0.9599960816486464
For,100_2_0.2_0.05_61,0.7369439308410987
For,100_2_0.2_0.05_62,0.8448326530612245
For,100_2_0.2_0.05_63,0.8080620079101718
For,100_2_0.2_0.05_64,0.8448351863643042
For,100_2_0.2_0.05_65,0.8448351863643042
For,100_2_0.2_0.05_66,0.8824165642894751
For,100_2_0.2_0.05_67,0.8448351863643042
For,100_2_0.2_0.05_68,0.9208012930401136
For,100_2_0.2_0.05_69,0.7369696969696969
For,100_2_0.2_0.05_70,0.9208012930401136
For,100_2_0.2_0.05_71,0.8824127248460211
For,100_2_0.2_0.05_72,0.8824127248460211
For,100_2_0.2_0.05_73,0.22316840405226832
For,100_2_0.2_0.05_74,0.26325581395348846
For,100_2_0.2_0.05_75,0.7721016799725718
For,100_2_0.2_0.05_76,0.9599960816486464
For,100_2_0.2_0.05_77,0.7721128416103438
For,100_2_0.2_0.05_78,0.6363799604956006
For,100_2_0.2_0.05_79,0.9599960816486464
For,100_2_0.2_0.05_80,0.8448351863643042
For,100_2_0.2_0.05_81,0.8824127248460211
For,100_2_0.2_0.05_82,0.9208012930401136
For,100_2_0.2_0.05_83,0.7026396121386246
For,100_2_0.2_0.05_84,0.9208
For,100_2_0.2_0.05_85,0.9208012930401136
For,100_2_0.2_0.05_86,0.8448326530612245
For,100_2_0.2_0.05_87,0.9599960816486464
For,100_2_0.2_0.05_88,0.8824127248460211
For,100_2_0.2_0.05_89,0.8824127248460211
For,100_2_0.2_0.05_90,0.6044444444444445
For,100_2_0.2_0.05_91,0.7026396121386246
For,100_2_0.2_0.05_92,0.5134936572464124
For,100_2_0.2_0.05_93,0.5134936572464124
For,100_2_0.2_0.05_94,1.0
For,100_2_0.2_0.05_95,0.8080682750429576
For,100_2_0.2_0.05_96,0.3781818181818182
For,100_2_0.2_0.05_97,0.6363502791654423
For,100_2_0.2_0.05_98,0.8448427857772554
For,100_2_0.2_0.05_99,0.3299594893950335
logFor,100_2_0.2_0.05_0,0.9599960816486464
logFor,100_2_0.2_0.05_1,1.0
logFor,100_2_0.2_0.05_2,0.9208012930401136
logFor,100_2_0.2_0.05_3,1.0
logFor,100_2_0.2_0.05_4,1.0
logFor,100_2_0.2_0.05_5,1.0
logFor,100_2_0.2_0.05_6,1.0
logFor,100_2_0.2_0.05_7,1.0
logFor,100_2_0.2_0.05_8,0.9208
logFor,100_2_0.2_0.05_9,1.0
logFor,100_2_0.2_0.05_10,0.8824127248460211
logFor,100_2_0.2_0.05_11,1.0
logFor,100_2_0.2_0.05_12,0.9208
logFor,100_2_0.2_0.05_13,1.0
logFor,100_2_0.2_0.05_14,1.0
logFor,100_2_0.2_0.05_15,1.0
logFor,100_2_0.2_0.05_16,1.0
logFor,100_2_0.2_0.05_17,1.0
logFor,100_2_0.2_0.05_18,0.9599960816486464
logFor,100_2_0.2_0.05_19,1.0
logFor,100_2_0.2_0.05_20,1.0
logFor,100_2_0.2_0.05_21,1.0
logFor,100_2_0.2_0.05_22,0.9208012930401136
logFor,100_2_0.2_0.05_23,0.9599960816486464
logFor,100_2_0.2_0.05_24,1.0
logFor,100_2_0.2_0.05_25,1.0
logFor,100_2_0.2_0.05_26,1.0
logFor,100_2_0.2_0.05_27,1.0
logFor,100_2_0.2_0.05_28,1.0
logFor,100_2_0.2_0.05_29,0.9599960816486464
logFor,100_2_0.2_0.05_30,1.0
logFor,100_2_0.2_0.05_31,1.0
logFor,100_2_0.2_0.05_32,1.0
logFor,100_2_0.2_0.05_33,0.9599960816486464
logFor,100_2_0.2_0.05_34,1.0
logFor,100_2_0.2_0.05_35,1.0
logFor,100_2_0.2_0.05_36,1.0
logFor,100_2_0.2_0.05_37,1.0
logFor,100_2_0.2_0.05_38,1.0
logFor,100_2_0.2_0.05_39,1.0
logFor,100_2_0.2_0.05_40,0.9599960816486464
logFor,100_2_0.2_0.05_41,0.9208012930401136
logFor,100_2_0.2_0.05_42,0.9599960816486464
logFor,100_2_0.2_0.05_43,1.0
logFor,100_2_0.2_0.05_44,0.9208
logFor,100_2_0.2_0.05_45,0.9599960816486464
logFor,100_2_0.2_0.05_46,1.0
logFor,100_2_0.2_0.05_47,0.9599960816486464
logFor,100_2_0.2_0.05_48,1.0
logFor,100_2_0.2_0.05_49,0.9208012930401136
logFor,100_2_0.2_0.05_50,1.0
logFor,100_2_0.2_0.05_51,1.0
logFor,100_2_0.2_0.05_52,1.0
logFor,100_2_0.2_0.05_53,1.0
logFor,100_2_0.2_0.05_54,1.0
logFor,100_2_0.2_0.05_55,0.9599960816486464
logFor,100_2_0.2_0.05_56,1.0
logFor,100_2_0.2_0.05_57,1.0
logFor,100_2_0.2_0.05_58,1.0
logFor,100_2_0.2_0.05_59,1.0
logFor,100_2_0.2_0.05_60,1.0
logFor,100_2_0.2_0.05_61,1.0
logFor,100_2_0.2_0.05_62,1.0
logFor,100_2_0.2_0.05_63,1.0
logFor,100_2_0.2_0.05_64,1.0
logFor,100_2_0.2_0.05_65,0.9599960816486464
logFor,100_2_0.2_0.05_66,1.0
logFor,100_2_0.2_0.05_67,0.9599960816486464
logFor,100_2_0.2_0.05_68,0.9599960816486464
logFor,100_2_0.2_0.05_69,0.9599960816486464
logFor,100_2_0.2_0.05_70,0.9599960816486464
logFor,100_2_0.2_0.05_71,1.0
logFor,100_2_0.2_0.05_72,0.9599960816486464
logFor,100_2_0.2_0.05_73,1.0
logFor,100_2_0.2_0.05_74,0.9208012930401136
logFor,100_2_0.2_0.05_75,1.0
logFor,100_2_0.2_0.05_76,1.0
logFor,100_2_0.2_0.05_77,1.0
logFor,100_2_0.2_0.05_78,0.9599960816486464
logFor,100_2_0.2_0.05_79,1.0
logFor,100_2_0.2_0.05_80,0.9599960816486464
logFor,100_2_0.2_0.05_81,1.0
logFor,100_2_0.2_0.05_82,0.9599960816486464
logFor,100_2_0.2_0.05_83,0.9599960816486464
logFor,100_2_0.2_0.05_84,1.0
logFor,100_2_0.2_0.05_85,0.9599960816486464
logFor,100_2_0.2_0.05_86,1.0
logFor,100_2_0.2_0.05_87,1.0
logFor,100_2_0.2_0.05_88,0.9599960816486464
logFor,100_2_0.2_0.05_89,0.9208012930401136
logFor,100_2_0.2_0.05_90,0.9208012930401136
logFor,100_2_0.2_0.05_91,0.9599960816486464
logFor,100_2_0.2_0.05_92,0.9208012930401136
logFor,100_2_0.2_0.05_93,1.0
logFor,100_2_0.2_0.05_94,1.0
logFor,100_2_0.2_0.05_95,1.0
logFor,100_2_0.2_0.05_96,1.0
logFor,100_2_0.2_0.05_97,1.0
logFor,100_2_0.2_0.05_98,1.0
logFor,100_2_0.2_0.05_99,1.0
Comm,100_2_0.2_0.05_0,0.9208
Comm,100_2_0.2_0.05_1,0.9599960816486464
Comm,100_2_0.2_0.05_2,0.8824165642894751
Comm,100_2_0.2_0.05_3,1.0
Comm,100_2_0.2_0.05_4,1.0
Comm,100_2_0.2_0.05_5,0.9599960816486464
Comm,100_2_0.2_0.05_6,1.0
Comm,100_2_0.2_0.05_7,1.0
Comm,100_2_0.2_0.05_8,0.9599960816486464
Comm,100_2_0.2_0.05_9,0.9599960816486464
Comm,100_2_0.2_0.05_10,0.8824127248460211
Comm,100_2_0.2_0.05_11,0.9599960816486464
Comm,100_2_0.2_0.05_12,0.9208
Comm,100_2_0.2_0.05_13,1.0
Comm,100_2_0.2_0.05_14,1.0
Comm,100_2_0.2_0.05_15,0.9599960816486464
Comm,100_2_0.2_0.05_16,0.9599960816486464
Comm,100_2_0.2_0.05_17,1.0
Comm,100_2_0.2_0.05_18,0.9208012930401136
Comm,100_2_0.2_0.05_19,0.9599960816486464
Comm,100_2_0.2_0.05_20,1.0
Comm,100_2_0.2_0.05_21,1.0
Comm,100_2_0.2_0.05_22,0.9208
Comm,100_2_0.2_0.05_23,0.9599960816486464
Comm,100_2_0.2_0.05_24,0.9599960816486464
Comm,100_2_0.2_0.05_25,1.0
Comm,100_2_0.2_0.05_26,1.0
Comm,100_2_0.2_0.05_27,0.9208012930401136
Comm,100_2_0.2_0.05_28,1.0
Comm,100_2_0.2_0.05_29,0.9599960816486464
Comm,100_2_0.2_0.05_30,1.0
Comm,100_2_0.2_0.05_31,1.0
Comm,100_2_0.2_0.05_32,1.0
Comm,100_2_0.2_0.05_33,0.9599960816486464
Comm,100_2_0.2_0.05_34,1.0
Comm,100_2_0.2_0.05_35,0.9599960816486464
Comm,100_2_0.2_0.05_36,1.0
Comm,100_2_0.2_0.05_37,1.0
Comm,100_2_0.2_0.05_38,1.0
Comm,100_2_0.2_0.05_39,1.0
Comm,100_2_0.2_0.05_40,0.9599960816486464
Comm,100_2_0.2_0.05_41,0.9208012930401136
Comm,100_2_0.2_0.05_42,0.8448351863643042
Comm,100_2_0.2_0.05_43,1.0
Comm,100_2_0.2_0.05_44,0.9208
Comm,100_2_0.2_0.05_45,0.9599960816486464
Comm,100_2_0.2_0.05_46,1.0
Comm,100_2_0.2_0.05_47,0.9599960816486464
Comm,100_2_0.2_0.05_48,1.0
Comm,100_2_0.2_0.05_49,0.9208012930401136
Comm,100_2_0.2_0.05_50,1.0
Comm,100_2_0.2_0.05_51,1.0
Comm,100_2_0.2_0.05_52,1.0
Comm,100_2_0.2_0.05_53,1.0
Comm,100_2_0.2_0.05_54,1.0
Comm,100_2_0.2_0.05_55,0.9208012930401136
Comm,100_2_0.2_0.05_56,1.0
Comm,100_2_0.2_0.05_57,1.0
Comm,100_2_0.2_0.05_58,1.0
Comm,100_2_0.2_0.05_59,1.0
Comm,100_2_0.2_0.05_60,0.9599960816486464
Comm,100_2_0.2_0.05_61,1.0
Comm,100_2_0.2_0.05_62,1.0
Comm,100_2_0.2_0.05_63,1.0
Comm,100_2_0.2_0.05_64,1.0
Comm,100_2_0.2_0.05_65,0.9599960816486464
Comm,100_2_0.2_0.05_66,1.0
Comm,100_2_0.2_0.05_67,0.9599960816486464
Comm,100_2_0.2_0.05_68,0.9599960816486464
Comm,100_2_0.2_0.05_69,0.9599960816486464
Comm,100_2_0.2_0.05_70,0.9599960816486464
Comm,100_2_0.2_0.05_71,1.0
Comm,100_2_0.2_0.05_72,0.9599960816486464
Comm,100_2_0.2_0.05_73,1.0
Comm,100_2_0.2_0.05_74,0.9208012930401136
Comm,100_2_0.2_0.05_75,1.0
Comm,100_2_0.2_0.05_76,1.0
Comm,100_2_0.2_0.05_77,1.0
Comm,100_2_0.2_0.05_78,0.9599960816486464
Comm,100_2_0.2_0.05_79,1.0
Comm,100_2_0.2_0.05_80,0.9599960816486464
Comm,100_2_0.2_0.05_81,1.0
Comm,100_2_0.2_0.05_82,0.9599960816486464
Comm,100_2_0.2_0.05_83,0.9208012930401136
Comm,100_2_0.2_0.05_84,1.0
Comm,100_2_0.2_0.05_85,0.9599960816486464
Comm,100_2_0.2_0.05_86,1.0
Comm,100_2_0.2_0.05_87,0.9599960816486464
Comm,100_2_0.2_0.05_88,1.0
Comm,100_2_0.2_0.05_89,0.9599960816486464
Comm,100_2_0.2_0.05_90,0.9599960816486464
Comm,100_2_0.2_0.05_91,0.9599960816486464
Comm,100_2_0.2_0.05_92,0.9208012930401136
Comm,100_2_0.2_0.05_93,1.0
Comm,100_2_0.2_0.05_94,1.0
Comm,100_2_0.2_0.05_95,0.9599960816486464
Comm,100_2_0.2_0.05_96,1.0
Comm,100_2_0.2_0.05_97,1.0
Comm,100_2_0.2_0.05_98,1.0
Comm,100_2_0.2_0.05_99,1.0
logComm,100_2_0.2_0.05_0,0.9599960816486464
logComm,100_2_0.2_0.05_1,0.9599960816486464
logComm,100_2_0.2_0.05_2,0.8824165642894751
logComm,100_2_0.2_0.05_3,0.9599960816486464
logComm,100_2_0.2_0.05_4,1.0
logComm,100_2_0.2_0.05_5,0.9599960816486464
logComm,100_2_0.2_0.05_6,1.0
logComm,100_2_0.2_0.05_7,1.0
logComm,100_2_0.2_0.05_8,0.9599960816486464
logComm,100_2_0.2_0.05_9,0.9599960816486464
logComm,100_2_0.2_0.05_10,0.8080682750429576
logComm,100_2_0.2_0.05_11,1.0
logComm,100_2_0.2_0.05_12,0.8824127248460211
logComm,100_2_0.2_0.05_13,0.9208012930401136
logComm,100_2_0.2_0.05_14,0.9208012930401136
logComm,100_2_0.2_0.05_15,0.9599960816486464
logComm,100_2_0.2_0.05_16,0.9599960816486464
logComm,100_2_0.2_0.05_17,1.0
logComm,100_2_0.2_0.05_18,0.9208012930401136
logComm,100_2_0.2_0.05_19,0.9599960816486464
logComm,100_2_0.2_0.05_20,1.0
logComm,100_2_0.2_0.05_21,1.0
logComm,100_2_0.2_0.05_22,0.9208
logComm,100_2_0.2_0.05_23,0.9208
logComm,100_2_0.2_0.05_24,0.9599960816486464
logComm,100_2_0.2_0.05_25,1.0
logComm,100_2_0.2_0.05_26,0.9599960816486464
logComm,100_2_0.2_0.05_27,0.9599960816486464
logComm,100_2_0.2_0.05_28,1.0
logComm,100_2_0.2_0.05_29,0.9208
logComm,100_2_0.2_0.05_30,0.9599960816486464
logComm,100_2_0.2_0.05_31,1.0
logComm,100_2_0.2_0.05_32,1.0
logComm,100_2_0.2_0.05_33,0.9599960816486464
logComm,100_2_0.2_0.05_34,1.0
logComm,100_2_0.2_0.05_35,0.9599960816486464
logComm,100_2_0.2_0.05_36,1.0
logComm,100_2_0.2_0.05_37,1.0
logComm,100_2_0.2_0.05_38,1.0
logComm,100_2_0.2_0.05_39,1.0
logComm,100_2_0.2_0.05_40,0.9208
logComm,100_2_0.2_0.05_41,0.9208012930401136
logComm,100_2_0.2_0.05_42,0.8448351863643042
logComm,100_2_0.2_0.05_43,1.0
logComm,100_2_0.2_0.05_44,0.9208
logComm,100_2_0.2_0.05_45,0.9599960816486464
logComm,100_2_0.2_0.05_46,1.0
logComm,100_2_0.2_0.05_47,1.0
logComm,100_2_0.2_0.05_48,1.0
logComm,100_2_0.2_0.05_49,0.9208012930401136
logComm,100_2_0.2_0.05_50,1.0
logComm,100_2_0.2_0.05_51,1.0
logComm,100_2_0.2_0.05_52,1.0
logComm,100_2_0.2_0.05_53,1.0
logComm,100_2_0.2_0.05_54,1.0
logComm,100_2_0.2_0.05_55,0.9599960816486464
logComm,100_2_0.2_0.05_56,1.0
logComm,100_2_0.2_0.05_57,0.9599960816486464
logComm,100_2_0.2_0.05_58,1.0
logComm,100_2_0.2_0.05_59,1.0
logComm,100_2_0.2_0.05_60,0.9599960816486464
logComm,100_2_0.2_0.05_61,1.0
